"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"565427","20761","BLUE PAISLEY SKETCHBOOK","1","9/4/2011 12:49","3.75","17774","United Kingdom"
"565427","20762","GREEN FERN SKETCHBOOK ","1","9/4/2011 12:49","3.75","17774","United Kingdom"
"565427","22445","PENCIL CASE LIFE IS BEAUTIFUL","4","9/4/2011 12:49","2.95","17774","United Kingdom"
"565427","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","9/4/2011 12:49","2.95","17774","United Kingdom"
"565427","21843","RED RETROSPOT CAKE STAND","1","9/4/2011 12:49","10.95","17774","United Kingdom"
"565427","20748","KENSINGTON COFFEE SET","1","9/4/2011 12:49","12.75","17774","United Kingdom"
"565427","72800E","4 IVORY DINNER CANDLES SILVER FLOCK","5","9/4/2011 12:49","2.55","17774","United Kingdom"
"565427","72800B"," 4 PURPLE FLOCK DINNER CANDLES","3","9/4/2011 12:49","2.55","17774","United Kingdom"
"565427","72800D","4 BLUE DINNER CANDLES SILVER FLOCK","4","9/4/2011 12:49","2.55","17774","United Kingdom"
"565427","22300","COFFEE MUG DOG + BALL DESIGN","6","9/4/2011 12:49","2.55","17774","United Kingdom"
"565427","22301","COFFEE MUG CAT + BIRD DESIGN","6","9/4/2011 12:49","2.55","17774","United Kingdom"
"C565428","22231","JIGSAW TREE WITH BIRDHOUSE","-5","9/4/2011 12:53","1.31","12867","United Kingdom"
"C565428","22230","JIGSAW TREE WITH WATERING CAN","-1","9/4/2011 12:53","0.78","12867","United Kingdom"
"C565428","84755","COLOUR GLASS T-LIGHT HOLDER HANGING","-2","9/4/2011 12:53","0.65","12867","United Kingdom"
"C565428","79190B","RETRO PLASTIC POLKA TRAY","-1","9/4/2011 12:53","0.42","12867","United Kingdom"
"C565428","M","Manual","-1","9/4/2011 12:53","4.25","12867","United Kingdom"
"565429","51008","AFGHAN SLIPPER SOCK PAIR","1","9/4/2011 12:54","3.45","16434","United Kingdom"
