"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"556629","22907","PACK OF 20 NAPKINS PANTRY DESIGN","24","6/13/2011 14:55","0.85","14841","United Kingdom"
"556629","22960","JAM MAKING SET WITH JARS","6","6/13/2011 14:55","4.25","14841","United Kingdom"
"556629","23298","SPOTTY BUNTING","9","6/13/2011 14:55","4.95","14841","United Kingdom"
"556629","22386","JUMBO BAG PINK POLKADOT","20","6/13/2011 14:55","2.08","14841","United Kingdom"
"556629","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY","20","6/13/2011 14:55","2.08","14841","United Kingdom"
"556629","21929","JUMBO BAG PINK VINTAGE PAISLEY","20","6/13/2011 14:55","2.08","14841","United Kingdom"
"556629","23199","JUMBO BAG APPLES","20","6/13/2011 14:55","2.08","14841","United Kingdom"
"556629","85099F","JUMBO BAG STRAWBERRY","20","6/13/2011 14:55","2.08","14841","United Kingdom"
"556629","85099B","JUMBO BAG RED RETROSPOT","10","6/13/2011 14:55","2.08","14841","United Kingdom"
"556630","23192","BUNDLE OF 3 ALPHABET EXERCISE BOOKS","12","6/13/2011 14:59","1.65","13999","United Kingdom"
"556630","46000S","POLYESTER FILLER PAD 40x40cm","8","6/13/2011 14:59","1.45","13999","United Kingdom"
"556630","21078","SET/20 STRAWBERRY PAPER NAPKINS ","12","6/13/2011 14:59","0.85","13999","United Kingdom"
"556630","85053","FRENCH ENAMEL CANDLEHOLDER","6","6/13/2011 14:59","2.1","13999","United Kingdom"
"556630","22411","JUMBO SHOPPER VINTAGE RED PAISLEY","10","6/13/2011 14:59","2.08","13999","United Kingdom"
"556630","20725","LUNCH BAG RED RETROSPOT","10","6/13/2011 14:59","1.65","13999","United Kingdom"
"556630","22088","PAPER BUNTING COLOURED LACE","12","6/13/2011 14:59","2.95","13999","United Kingdom"
"556630","21621","VINTAGE UNION JACK BUNTING","4","6/13/2011 14:59","8.5","13999","United Kingdom"
"556630","47566","PARTY BUNTING","8","6/13/2011 14:59","4.95","13999","United Kingdom"
"556630","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY","10","6/13/2011 14:59","2.08","13999","United Kingdom"
"556630","21929","JUMBO BAG PINK VINTAGE PAISLEY","10","6/13/2011 14:59","2.08","13999","United Kingdom"
"556630","23202","JUMBO BAG VINTAGE LEAF","10","6/13/2011 14:59","2.08","13999","United Kingdom"
"556630","23203","JUMBO BAG DOILEY PATTERNS","10","6/13/2011 14:59","2.08","13999","United Kingdom"
"556630","23298","SPOTTY BUNTING","3","6/13/2011 14:59","4.95","13999","United Kingdom"
"556630","23209","LUNCH BAG DOILEY PATTERN ","10","6/13/2011 14:59","1.65","13999","United Kingdom"
"556631","15034","PAPER POCKET TRAVELING FAN ","24","6/13/2011 14:59","0.14","13080","United Kingdom"
"556631","21984","PACK OF 12 PINK PAISLEY TISSUES ","24","6/13/2011 14:59","0.29","13080","United Kingdom"
"556631","85032B","BLOSSOM IMAGES GIFT WRAP SET","12","6/13/2011 14:59","0.65","13080","United Kingdom"
"556631","22969","HOMEMADE JAM SCENTED CANDLES","12","6/13/2011 14:59","1.45","13080","United Kingdom"
"556631","21977","PACK OF 60 PINK PAISLEY CAKE CASES","24","6/13/2011 14:59","0.55","13080","United Kingdom"
"556631","51014C","FEATHER PEN,COAL BLACK","24","6/13/2011 14:59","0.39","13080","United Kingdom"
"556632","22794","SWEETHEART WIRE MAGAZINE RACK","1","6/13/2011 15:09","7.95","16987","United Kingdom"
"556632","22470","HEART OF WICKER LARGE","2","6/13/2011 15:09","2.95","16987","United Kingdom"
"556632","22795","SWEETHEART RECIPE BOOK STAND","2","6/13/2011 15:09","6.75","16987","United Kingdom"
"556632","22469","HEART OF WICKER SMALL","2","6/13/2011 15:09","1.65","16987","United Kingdom"
"556632","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","6/13/2011 15:09","2.95","16987","United Kingdom"
"556632","21733","RED HANGING HEART T-LIGHT HOLDER","2","6/13/2011 15:09","2.95","16987","United Kingdom"
"556632","22690","DOORMAT HOME SWEET HOME BLUE ","1","6/13/2011 15:09","7.95","16987","United Kingdom"
"556632","48129","DOORMAT TOPIARY","2","6/13/2011 15:09","7.95","16987","United Kingdom"
"556632","48188","DOORMAT WELCOME PUPPIES","1","6/13/2011 15:09","7.95","16987","United Kingdom"
"556632","21473","SWEETHEART CREAM STEEL TABLE RECT","2","6/13/2011 15:09","19.95","16987","United Kingdom"
"C556633","21216","SET 3 RETROSPOT TEA,COFFEE,SUGAR","-2","6/13/2011 15:10","4.95","17696","United Kingdom"
"C556633","84971S","SMALL HEART FLOWERS HOOK ","-1","6/13/2011 15:10","0.85","17696","United Kingdom"
"C556634","22730","ALARM CLOCK BAKELIKE IVORY","-2","6/13/2011 15:22","3.75","17675","United Kingdom"
"C556635","23089","GLASS BON BON JAR","-2","6/13/2011 15:25","1.65","13505","Switzerland"
"C556635","22699","ROSES REGENCY TEACUP AND SAUCER ","-1","6/13/2011 15:25","2.95","13505","Switzerland"
"C556635","22697","GREEN REGENCY TEACUP AND SAUCER","-1","6/13/2011 15:25","2.95","13505","Switzerland"
"C556635","22423","REGENCY CAKESTAND 3 TIER","-1","6/13/2011 15:25","12.75","13505","Switzerland"
"556636","10133","COLOURING PENCILS BROWN TUBE","5","6/13/2011 15:30","0.83","","United Kingdom"
"556636","15036","ASSORTED COLOURS SILK FAN","11","6/13/2011 15:30","1.63","","United Kingdom"
"556636","15056N","EDWARDIAN PARASOL NATURAL","2","6/13/2011 15:30","12.46","","United Kingdom"
"556636","15058B","PINK POLKADOT GARDEN PARASOL","1","6/13/2011 15:30","10.79","","United Kingdom"
"556636","15058C","ICE CREAM DESIGN GARDEN PARASOL","1","6/13/2011 15:30","10.79","","United Kingdom"
"556636","15060B","FAIRY CAKE DESIGN UMBRELLA","1","6/13/2011 15:30","8.29","","United Kingdom"
"556636","16219","HOUSE SHAPE PENCIL SHARPENER","1","6/13/2011 15:30","0.83","","United Kingdom"
"556636","16237","SLEEPING CAT ERASERS","1","6/13/2011 15:30","0.42","","United Kingdom"
"556636","17129F","BLUE GLASS GEMS IN BAG","3","6/13/2011 15:30","1.63","","United Kingdom"
"556636","20615","BLUE POLKADOT PASSPORT COVER","1","6/13/2011 15:30","4.13","","United Kingdom"
"556636","20679","EDWARDIAN PARASOL RED","2","6/13/2011 15:30","12.46","","United Kingdom"
