"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"560927","22192","BLUE DINER WALL CLOCK","4","7/22/2011 9:55","8.5","13078","United Kingdom"
"560927","82582","AREA PATROLLED METAL SIGN","24","7/22/2011 9:55","2.1","13078","United Kingdom"
"560927","48173C","DOORMAT BLACK FLOCK ","10","7/22/2011 9:55","6.75","13078","United Kingdom"
"560927","48184","DOORMAT ENGLISH ROSE ","10","7/22/2011 9:55","6.75","13078","United Kingdom"
"560927","82001S","VINYL RECORD FRAME SILVER","24","7/22/2011 9:55","3.39","13078","United Kingdom"
"560927","84692","BOX OF 24 COCKTAIL PARASOLS","25","7/22/2011 9:55","0.42","13078","United Kingdom"
"560927","22041","RECORD FRAME 7"" SINGLE SIZE ","12","7/22/2011 9:55","2.55","13078","United Kingdom"
"560927","22568","FELTCRAFT CUSHION OWL","4","7/22/2011 9:55","3.75","13078","United Kingdom"
"560927","22024","RAINY LADIES BIRTHDAY CARD","12","7/22/2011 9:55","0.42","13078","United Kingdom"
"560927","21519","GIN & TONIC DIET GREETING CARD ","12","7/22/2011 9:55","0.42","13078","United Kingdom"
"560927","22726","ALARM CLOCK BAKELIKE GREEN","8","7/22/2011 9:55","3.75","13078","United Kingdom"
"560927","22727","ALARM CLOCK BAKELIKE RED ","8","7/22/2011 9:55","3.75","13078","United Kingdom"
"560927","22729","ALARM CLOCK BAKELIKE ORANGE","8","7/22/2011 9:55","3.75","13078","United Kingdom"
"560927","22730","ALARM CLOCK BAKELIKE IVORY","4","7/22/2011 9:55","3.75","13078","United Kingdom"
"560927","22680","FRENCH BLUE METAL DOOR SIGN 5","10","7/22/2011 9:55","1.25","13078","United Kingdom"
"560927","23014","GLASS APOTHECARY BOTTLE ELIXIR","4","7/22/2011 9:55","3.95","13078","United Kingdom"
"560927","23012","GLASS APOTHECARY BOTTLE PERFUME","4","7/22/2011 9:55","3.95","13078","United Kingdom"
"560927","22423","REGENCY CAKESTAND 3 TIER","2","7/22/2011 9:55","12.75","13078","United Kingdom"
"560928","82482","WOODEN PICTURE FRAME WHITE FINISH","6","7/22/2011 10:00","2.55","14852","United Kingdom"
"560928","82494L","WOODEN FRAME ANTIQUE WHITE ","6","7/22/2011 10:00","2.95","14852","United Kingdom"
"560928","22767","TRIPLE PHOTO FRAME CORNICE ","2","7/22/2011 10:00","9.95","14852","United Kingdom"
"560928","23227","FILIGREE HEART BUTTERFLY WHITE ","24","7/22/2011 10:00","1.25","14852","United Kingdom"
"560928","84879","ASSORTED COLOUR BIRD ORNAMENT","24","7/22/2011 10:00","1.69","14852","United Kingdom"
"560928","22383","LUNCH BAG SUKI DESIGN ","10","7/22/2011 10:00","1.65","14852","United Kingdom"
"560928","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB","12","7/22/2011 10:00","1.25","14852","United Kingdom"
"560928","23147","SINGLE ANTIQUE ROSE HOOK IVORY","12","7/22/2011 10:00","1.45","14852","United Kingdom"
"560928","23132","SMALL IVORY HEART WALL ORGANISER","3","7/22/2011 10:00","5.75","14852","United Kingdom"
