"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"578703","20868","SILVER FABRIC MIRROR","5","11/25/2011 11:02","0.39","17385","United Kingdom"
"578703","22457","NATURAL SLATE HEART CHALKBOARD ","3","11/25/2011 11:02","2.95","17385","United Kingdom"
"578703","22185","SLATE TILE NATURAL HANGING","5","11/25/2011 11:02","1.65","17385","United Kingdom"
"578703","23365","SET 12 COLOUR PENCILS LOVE LONDON","4","11/25/2011 11:02","0.65","17385","United Kingdom"
"578703","22208","WOOD STAMP SET THANK YOU","4","11/25/2011 11:02","0.83","17385","United Kingdom"
"578703","23369","SET 36 COLOUR PENCILS LOVE LONDON","3","11/25/2011 11:02","1.25","17385","United Kingdom"
"578703","23372","SET 36 COLOUR PENCILS DOLLY GIRL","4","11/25/2011 11:02","1.25","17385","United Kingdom"
"578703","22561","WOODEN SCHOOL COLOURING SET","4","11/25/2011 11:02","1.65","17385","United Kingdom"
"578703","22563","HAPPY STENCIL CRAFT","4","11/25/2011 11:02","1.25","17385","United Kingdom"
"578703","22991","GIRAFFE WOODEN RULER","4","11/25/2011 11:02","1.95","17385","United Kingdom"
"578703","22992","REVOLVER WOODEN RULER ","4","11/25/2011 11:02","1.95","17385","United Kingdom"
"578703","22759","SET OF 3 NOTEBOOKS IN PARCEL","7","11/25/2011 11:02","1.65","17385","United Kingdom"
"578703","85034C","3 ROSE MORRIS BOXED CANDLES","1","11/25/2011 11:02","1.25","17385","United Kingdom"
"578703","85034B","3 WHITE CHOC MORRIS BOXED CANDLES","3","11/25/2011 11:02","1.25","17385","United Kingdom"
"578703","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR","9","11/25/2011 11:02","0.79","17385","United Kingdom"
"578703","23320","GIANT 50'S CHRISTMAS CRACKER","6","11/25/2011 11:02","2.89","17385","United Kingdom"
"578704","21733","RED HANGING HEART T-LIGHT HOLDER","32","11/25/2011 11:12","2.55","18172","United Kingdom"
"578704","85123A","WHITE HANGING HEART T-LIGHT HOLDER","128","11/25/2011 11:12","2.55","18172","United Kingdom"
"578705","84988","SET OF 72 PINK HEART PAPER DOILIES","3","11/25/2011 11:12","1.45","12531","Germany"
"578705","23569","TRADTIONAL ALPHABET STAMP SET","2","11/25/2011 11:12","4.95","12531","Germany"
"578705","20712","JUMBO BAG WOODLAND ANIMALS","2","11/25/2011 11:12","2.08","12531","Germany"
"578705","22196","SMALL HEART MEASURING SPOONS","1","11/25/2011 11:12","0.85","12531","Germany"
"578705","22195","LARGE HEART MEASURING SPOONS","1","11/25/2011 11:12","1.65","12531","Germany"
"578705","22564","ALPHABET STENCIL CRAFT","2","11/25/2011 11:12","1.25","12531","Germany"
"578705","21251","DINOSAUR HEIGHT CHART STICKER SET","2","11/25/2011 11:12","2.95","12531","Germany"
"578705","21249","WOODLAND  HEIGHT CHART STICKERS ","3","11/25/2011 11:12","2.95","12531","Germany"
"578705","22966","GINGERBREAD MAN COOKIE CUTTER","3","11/25/2011 11:12","1.25","12531","Germany"
"578705","23480","MINI LIGHTS WOODLAND MUSHROOMS","4","11/25/2011 11:12","3.75","12531","Germany"
"578705","21731","RED TOADSTOOL LED NIGHT LIGHT","3","11/25/2011 11:12","1.65","12531","Germany"
"578705","23084","RABBIT NIGHT LIGHT","2","11/25/2011 11:12","2.08","12531","Germany"
"578705","22078","RIBBON REEL LACE DESIGN ","5","11/25/2011 11:12","2.1","12531","Germany"
"578705","21226","POCKET MIRROR WOODLAND","5","11/25/2011 11:12","1.25","12531","Germany"
"578705","22554","PLASTERS IN TIN WOODLAND ANIMALS","4","11/25/2011 11:12","1.65","12531","Germany"
"578705","21452","TOADSTOOL MONEY BOX","2","11/25/2011 11:12","2.95","12531","Germany"
"578705","22504","CABIN BAG VINTAGE RETROSPOT","1","11/25/2011 11:12","29.95","12531","Germany"
"578707","16218","CARTOON  PENCIL SHARPENERS","5","11/25/2011 11:20","0.06","17870","United Kingdom"
"578707","85066","CREAM SWEETHEART MINI CHEST","2","11/25/2011 11:20","12.75","17870","United Kingdom"
"578707","21429","RED GINGHAM ROSE JEWELLERY BOX","4","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","23350","ROLL WRAP VINTAGE SPOT ","4","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","21034","REX CASH+CARRY JUMBO SHOPPER","1","11/25/2011 11:20","0.95","17870","United Kingdom"
"578707","22969","HOMEMADE JAM SCENTED CANDLES","36","11/25/2011 11:20","1.45","17870","United Kingdom"
"578707","22737","RIBBON REEL CHRISTMAS PRESENT ","5","11/25/2011 11:20","1.65","17870","United Kingdom"
"578707","20975","12 PENCILS SMALL TUBE RED RETROSPOT","2","11/25/2011 11:20","0.65","17870","United Kingdom"
"578707","23375","50'S CHRISTMAS PAPER GIFT BAG","20","11/25/2011 11:20","0.82","17870","United Kingdom"
"578707","20992","JAZZ HEARTS PURSE NOTEBOOK","2","11/25/2011 11:20","0.39","17870","United Kingdom"
"578707","84510A","SET OF 4 ENGLISH ROSE COASTERS","2","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","84510C","SET OF 4 POLKADOT COASTERS","2","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","84509A","SET OF 4 ENGLISH ROSE PLACEMATS","2","11/25/2011 11:20","3.75","17870","United Kingdom"
"578707","84509C","SET OF 4 POLKADOT PLACEMATS ","2","11/25/2011 11:20","3.75","17870","United Kingdom"
"578707","21985","PACK OF 12 HEARTS DESIGN TISSUES ","12","11/25/2011 11:20","0.39","17870","United Kingdom"
"578707","21411","GINGHAM HEART  DOORSTOP RED","1","11/25/2011 11:20","4.25","17870","United Kingdom"
"578707","22595","GINGHAM HEART DECORATION","4","11/25/2011 11:20","0.85","17870","United Kingdom"
"578707","22083","PAPER CHAIN KIT RETROSPOT","2","11/25/2011 11:20","2.95","17870","United Kingdom"
"578707","22766","PHOTO FRAME CORNICE","5","11/25/2011 11:20","2.95","17870","United Kingdom"
"578707","22588","CARD HOLDER GINGHAM HEART","4","11/25/2011 11:20","2.89","17870","United Kingdom"
"578707","90098","NECKLACE+BRACELET PINK BUTTERFLY","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","90099","NECKLACE+BRACELET SET BLUE HIBISCUS","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","21559","STRAWBERRY LUNCH BOX WITH CUTLERY","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","21411","GINGHAM HEART  DOORSTOP RED","2","11/25/2011 11:20","4.25","17870","United Kingdom"
"578707","22352","LUNCH BOX WITH CUTLERY RETROSPOT ","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","21238","RED RETROSPOT CUP","2","11/25/2011 11:20","0.85","17870","United Kingdom"
"578707","21531","RED RETROSPOT SUGAR JAM BOWL","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","21584","RETROSPOT SMALL TUBE MATCHES","1","11/25/2011 11:20","1.65","17870","United Kingdom"
"578707","85034C","3 ROSE MORRIS BOXED CANDLES","3","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","23458","DOLLY CABINET 3 DRAWERS ","1","11/25/2011 11:20","14.95","17870","United Kingdom"
"578707","23229","VINTAGE DONKEY TAIL GAME ","1","11/25/2011 11:20","3.75","17870","United Kingdom"
"578707","21912","VINTAGE SNAKES & LADDERS","1","11/25/2011 11:20","3.75","17870","United Kingdom"
"578707","21034","REX CASH+CARRY JUMBO SHOPPER","2","11/25/2011 11:20","0.95","17870","United Kingdom"
"578707","21115","ROSE CARAVAN DOORSTOP","2","11/25/2011 11:20","6.75","17870","United Kingdom"
"578707","22906","12 MESSAGE CARDS WITH ENVELOPES","3","11/25/2011 11:20","1.65","17870","United Kingdom"
"578707","84859B","BLUE DISCO HANDBAG","1","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","84859A","SILVER DISCO HANDBAG","1","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","23339","EGG FRYING PAN BLUE ","1","11/25/2011 11:20","2.08","17870","United Kingdom"
"578707","21034","REX CASH+CARRY JUMBO SHOPPER","1","11/25/2011 11:20","0.95","17870","United Kingdom"
"578707","21373","MIRRORED WALL ART SNOWFLAKES","2","11/25/2011 11:20","0.75","17870","United Kingdom"
"578707","23338","EGG FRYING PAN RED ","1","11/25/2011 11:20","2.08","17870","United Kingdom"
"578707","20780","BLACK EAR MUFF HEADPHONES","2","11/25/2011 11:20","5.49","17870","United Kingdom"
"578707","79066K","RETRO MOD TRAY","1","11/25/2011 11:20","0.85","17870","United Kingdom"
"578707","84527","FLAMES SUNGLASSES PINK LENSES","1","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","84859C","PINK DISCO HANDBAG","1","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","84859B","BLUE DISCO HANDBAG","1","11/25/2011 11:20","1.95","17870","United Kingdom"
"578707","21205","MULTICOLOUR 3D BALLS GARLAND","1","11/25/2011 11:20","2.55","17870","United Kingdom"
"578707","22781","GUMBALL MAGAZINE RACK","1","11/25/2011 11:20","7.65","17870","United Kingdom"
"578707","22578","WOODEN STAR CHRISTMAS SCANDINAVIAN","20","11/25/2011 11:20","0.29","17870","United Kingdom"
"578707","22816","CARD MOTORBIKE SANTA","12","11/25/2011 11:20","0.42","17870","United Kingdom"
"578707","23114","VINTAGE LEAF CHOPPING BOARD  ","1","11/25/2011 11:20","4.95","17870","United Kingdom"
"578707","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL","1","11/25/2011 11:20","0.42","17870","United Kingdom"
"578707","23442","12 HANGING EGGS HAND PAINTED","5","11/25/2011 11:20","2.08","17870","United Kingdom"
"578707","21129","SILVER FISHING GNOME ","1","11/25/2011 11:20","6.95","17870","United Kingdom"
"578707","23694","PAISLEY PARK CARD","12","11/25/2011 11:20","0.42","17870","United Kingdom"
"578707","85032A","ROMANTIC IMAGES GIFT WRAP SET","1","11/25/2011 11:20","0.65","17870","United Kingdom"
"578707","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ","1","11/25/2011 11:20","4.25","17870","United Kingdom"
"578707","23504","PLAYING CARDS JUBILEE UNION JACK","1","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","23369","SET 36 COLOUR PENCILS LOVE LONDON","1","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","20978","36 PENCILS TUBE SKULLS","1","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","21914","BLUE HARMONICA IN BOX ","1","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","21739","COSY SLIPPER SHOES SMALL GREEN","1","11/25/2011 11:20","2.95","17870","United Kingdom"
"578707","22906","12 MESSAGE CARDS WITH ENVELOPES","2","11/25/2011 11:20","1.65","17870","United Kingdom"
"578707","85035C","ROSE 3 WICK MORRIS BOX CANDLE","3","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","21034","REX CASH+CARRY JUMBO SHOPPER","5","11/25/2011 11:20","0.95","17870","United Kingdom"
"578707","23501","KEY RING BASEBALL BOOT UNION JACK","2","11/25/2011 11:20","1.25","17870","United Kingdom"
"578707","21034","REX CASH+CARRY JUMBO SHOPPER","1","11/25/2011 11:20","0.95","17870","United Kingdom"
"578707","23320","GIANT 50'S CHRISTMAS CRACKER","2","11/25/2011 11:20","2.89","17870","United Kingdom"
"578707","20780","BLACK EAR MUFF HEADPHONES","1","11/25/2011 11:20","5.49","17870","United Kingdom"
"578707","20781","GOLD EAR MUFF HEADPHONES","1","11/25/2011 11:20","5.49","17870","United Kingdom"
"578708","23344","JUMBO BAG 50'S CHRISTMAS ","20","11/25/2011 11:21","2.08","15737","United Kingdom"
"578708","23444","Next Day Carriage","1","11/25/2011 11:21","15","15737","United Kingdom"
"578719","23310","BUBBLEGUM RING ASSORTED","36","11/25/2011 11:25","0.42","17348","United Kingdom"
"578719","22911","PAPER CHAIN KIT LONDON","1","11/25/2011 11:25","2.95","17348","United Kingdom"
