"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"549317","22844","VINTAGE CREAM DOG FOOD CONTAINER","2","4/8/2011 9:58","8.5","15109","United Kingdom"
"549317","22430","ENAMEL WATERING CAN CREAM","4","4/8/2011 9:58","4.95","15109","United Kingdom"
"549317","22427","ENAMEL FLOWER JUG CREAM","3","4/8/2011 9:58","5.95","15109","United Kingdom"
"549317","22191","IVORY DINER WALL CLOCK","2","4/8/2011 9:58","8.5","15109","United Kingdom"
"549317","22193","RED DINER WALL CLOCK","2","4/8/2011 9:58","8.5","15109","United Kingdom"
"549317","82580","BATHROOM METAL SIGN","12","4/8/2011 9:58","0.55","15109","United Kingdom"
"549317","22672","FRENCH BATHROOM SIGN BLUE METAL","12","4/8/2011 9:58","1.65","15109","United Kingdom"
"549317","22670","FRENCH WC SIGN BLUE METAL","12","4/8/2011 9:58","1.25","15109","United Kingdom"
"549317","85066","CREAM SWEETHEART MINI CHEST","2","4/8/2011 9:58","12.75","15109","United Kingdom"
"549318","22138","BAKING SET 9 PIECE RETROSPOT ","3","4/8/2011 10:01","4.95","13911","United Kingdom"
"549318","21890","S/6 WOODEN SKITTLES IN COTTON BAG","6","4/8/2011 10:01","3.25","13911","United Kingdom"
"549318","21915","RED  HARMONICA IN BOX ","12","4/8/2011 10:01","1.25","13911","United Kingdom"
"549318","21892","TRADITIONAL WOODEN CATCH CUP GAME ","12","4/8/2011 10:01","1.25","13911","United Kingdom"
"549318","20933","YELLOW POT PLANT CANDLE","4","4/8/2011 10:01","2.95","13911","United Kingdom"
"549318","21043","APRON MODERN VINTAGE COTTON","12","4/8/2011 10:01","1.95","13911","United Kingdom"
"549318","21360","JOY LARGE WOOD LETTERS","4","4/8/2011 10:01","3.95","13911","United Kingdom"
"549318","21340","CLASSIC METAL BIRDCAGE PLANT HOLDER","2","4/8/2011 10:01","12.75","13911","United Kingdom"
"549318","21129","SILVER FISHING GNOME ","2","4/8/2011 10:01","6.95","13911","United Kingdom"
"549318","21132","SILVER STANDING GNOME   ","4","4/8/2011 10:01","4.25","13911","United Kingdom"
"549318","21523","DOORMAT FANCY FONT HOME SWEET HOME","2","4/8/2011 10:01","7.95","13911","United Kingdom"
"549318","21746","SMALL RED RETROSPOT WINDMILL","12","4/8/2011 10:01","1.25","13911","United Kingdom"
"549318","22693","GROW A FLYTRAP OR SUNFLOWER IN TIN","24","4/8/2011 10:01","1.25","13911","United Kingdom"
"549318","82482","WOODEN PICTURE FRAME WHITE FINISH","6","4/8/2011 10:01","2.55","13911","United Kingdom"
"549319","22667","RECIPE BOX RETROSPOT ","3","4/8/2011 10:09","2.95","16623","United Kingdom"
"549319","22427","ENAMEL FLOWER JUG CREAM","12","4/8/2011 10:09","5.45","16623","United Kingdom"
"549319","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","4/8/2011 10:09","2.95","16623","United Kingdom"
"549319","22296","HEART IVORY TRELLIS LARGE","12","4/8/2011 10:09","1.65","16623","United Kingdom"
"549319","22831","WHITE BROCANTE SOAP DISH","6","4/8/2011 10:09","2.95","16623","United Kingdom"
"549320","22266","EASTER DECORATION HANGING BUNNY","4","4/8/2011 10:14","0.65","16010","United Kingdom"
"549320","22268","EASTER DECORATION SITTING BUNNY","2","4/8/2011 10:14","0.85","16010","United Kingdom"
"549320","22269","EGG CUP NATURAL CHICKEN","2","4/8/2011 10:14","1.25","16010","United Kingdom"
"549320","22267","EASTER DECORATION EGG BUNNY ","2","4/8/2011 10:14","1.25","16010","United Kingdom"
"549320","22297","HEART IVORY TRELLIS SMALL","1","4/8/2011 10:14","1.25","16010","United Kingdom"
"549320","22265","EASTER DECORATION NATURAL CHICK","13","4/8/2011 10:14","0.65","16010","United Kingdom"
"549320","22156","HEART DECORATION WITH PEARLS ","9","4/8/2011 10:14","0.85","16010","United Kingdom"
"549320","22464","HANGING METAL HEART LANTERN","2","4/8/2011 10:14","1.65","16010","United Kingdom"
"549320","22465","HANGING METAL STAR LANTERN","2","4/8/2011 10:14","1.65","16010","United Kingdom"
"549320","22147","FELTCRAFT BUTTERFLY HEARTS","1","4/8/2011 10:14","1.45","16010","United Kingdom"
