"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"575151","22329","ROUND CONTAINER SET OF 5 RETROSPOT","12","11/8/2011 16:12","1.65","12395","Belgium"
"575151","22508","DOORSTOP RETROSPOT HEART","4","11/8/2011 16:12","3.75","12395","Belgium"
"575151","22667","RECIPE BOX RETROSPOT ","6","11/8/2011 16:12","2.95","12395","Belgium"
"575151","23559","WOODLAND BUNNIES LOLLY MAKERS","6","11/8/2011 16:12","2.08","12395","Belgium"
"575151","22326","ROUND SNACK BOXES SET OF4 WOODLAND ","6","11/8/2011 16:12","2.95","12395","Belgium"
"575151","22512","DOORSTOP RACING CAR DESIGN","4","11/8/2011 16:12","3.75","12395","Belgium"
"575151","22899","CHILDREN'S APRON DOLLY GIRL ","6","11/8/2011 16:12","2.1","12395","Belgium"
"575151","22367","CHILDRENS APRON SPACEBOY DESIGN","8","11/8/2011 16:12","1.95","12395","Belgium"
"575151","POST","POSTAGE","1","11/8/2011 16:12","15","12395","Belgium"
"575152","20973","12 PENCIL SMALL TUBE WOODLAND","1","11/8/2011 16:12","0.65","16284","United Kingdom"
"575152","84946","ANTIQUE SILVER T-LIGHT GLASS","6","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","23109","PACK OF SIX LED TEA LIGHTS","6","11/8/2011 16:12","2.89","16284","United Kingdom"
"575152","22596","CHRISTMAS STAR WISH LIST CHALKBOARD","11","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","23084","RABBIT NIGHT LIGHT","5","11/8/2011 16:12","2.08","16284","United Kingdom"
"575152","23083","SET 6 PAPER TABLE LANTERN STARS ","6","11/8/2011 16:12","3.75","16284","United Kingdom"
"575152","23103","JINGLE BELL HEART DECORATION","8","11/8/2011 16:12","1.65","16284","United Kingdom"
"575152","23215","JINGLE BELL HEART ANTIQUE SILVER","8","11/8/2011 16:12","2.08","16284","United Kingdom"
"575152","23330","DECORATIVE WICKER HEART MEDIUM","6","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","23333","IVORY WICKER HEART MEDIUM","8","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","23480","MINI LIGHTS WOODLAND MUSHROOMS","2","11/8/2011 16:12","3.75","16284","United Kingdom"
"575152","23329","DECORATIVE WICKER HEART LARGE","6","11/8/2011 16:12","1.65","16284","United Kingdom"
"575152","23332","IVORY WICKER HEART LARGE","7","11/8/2011 16:12","1.65","16284","United Kingdom"
"575152","22178","VICTORIAN GLASS HANGING T-LIGHT","6","11/8/2011 16:12","1.95","16284","United Kingdom"
"575152","23382","BOX OF 6 CHRISTMAS CAKE DECORATIONS","4","11/8/2011 16:12","3.75","16284","United Kingdom"
"575152","22537","MAGIC DRAWING SLATE DINOSAUR","3","11/8/2011 16:12","0.42","16284","United Kingdom"
"575152","22142","CHRISTMAS CRAFT WHITE FAIRY ","4","11/8/2011 16:12","1.45","16284","United Kingdom"
"575152","21116","OWL DOORSTOP","2","11/8/2011 16:12","4.95","16284","United Kingdom"
"575152","23039","T-LIGHT HOLDER SILVER HEART HANDLE","6","11/8/2011 16:12","1.95","16284","United Kingdom"
"575152","84945","MULTI COLOUR SILVER T-LIGHT HOLDER","12","11/8/2011 16:12","0.85","16284","United Kingdom"
"575152","22138","BAKING SET 9 PIECE RETROSPOT ","2","11/8/2011 16:12","4.95","16284","United Kingdom"
"575152","23348","CHILDRENS TOY COOKING UTENSIL SET","1","11/8/2011 16:12","2.08","16284","United Kingdom"
"575152","22791","T-LIGHT GLASS FLUTED ANTIQUE","24","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ","1","11/8/2011 16:12","1.65","16284","United Kingdom"
"575152","22979","PANTRY WASHING UP BRUSH","3","11/8/2011 16:12","1.45","16284","United Kingdom"
"575152","23491","VINTAGE JINGLE BELLS HEART","1","11/8/2011 16:12","8.25","16284","United Kingdom"
"575152","23492","VINTAGE JINGLE BELLS WREATH","1","11/8/2011 16:12","8.25","16284","United Kingdom"
"575152","23313","VINTAGE CHRISTMAS BUNTING","2","11/8/2011 16:12","4.95","16284","United Kingdom"
"575152","85089","CANDY SPOT BUNNY","3","11/8/2011 16:12","2.95","16284","United Kingdom"
"575152","22254","FELT TOADSTOOL LARGE","3","11/8/2011 16:12","1.25","16284","United Kingdom"
"575152","22255","FELT TOADSTOOL  SMALL","3","11/8/2011 16:12","0.85","16284","United Kingdom"
"575152","23188","VINTAGE  2 METRE FOLDING RULER","8","11/8/2011 16:12","1.65","16284","United Kingdom"
"575152","71459","HANGING JAM JAR T-LIGHT HOLDERS","12","11/8/2011 16:12","0.85","16284","United Kingdom"
"575152","23039","T-LIGHT HOLDER SILVER HEART HANDLE","4","11/8/2011 16:12","1.95","16284","United Kingdom"
"575152","23169","CLASSIC GLASS COOKIE JAR","2","11/8/2011 16:12","4.15","16284","United Kingdom"
