"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"567580","21790","VINTAGE SNAP CARDS","24","9/21/2011 11:10","0.85","16493","United Kingdom"
"567580","21791","VINTAGE HEADS AND TAILS CARD GAME ","36","9/21/2011 11:10","1.25","16493","United Kingdom"
"567580","85032C","CURIOUS IMAGES GIFT WRAP SET","60","9/21/2011 11:10","0.65","16493","United Kingdom"
"567580","85032A","ROMANTIC IMAGES GIFT WRAP SET","60","9/21/2011 11:10","0.65","16493","United Kingdom"
"567580","23394","POSTE FRANCE CUSHION COVER","4","9/21/2011 11:10","3.75","16493","United Kingdom"
"567580","23396","LE JARDIN BOTANIQUE CUSHION COVER","4","9/21/2011 11:10","3.75","16493","United Kingdom"
"567580","23169","CLASSIC GLASS COOKIE JAR","6","9/21/2011 11:10","4.15","16493","United Kingdom"
"567580","22696","WICKER WREATH LARGE","12","9/21/2011 11:10","1.95","16493","United Kingdom"
"567580","22470","HEART OF WICKER LARGE","12","9/21/2011 11:10","2.95","16493","United Kingdom"
"567580","23215","JINGLE BELL HEART ANTIQUE SILVER","12","9/21/2011 11:10","2.08","16493","United Kingdom"
"567580","23048","SET OF 10 LANTERNS FAIRY LIGHT STAR","12","9/21/2011 11:10","4.15","16493","United Kingdom"
"567580","15036","ASSORTED COLOURS SILK FAN","36","9/21/2011 11:10","0.83","16493","United Kingdom"
"567610","20750","RED RETROSPOT MINI CASES","12","9/21/2011 11:30","6.35","17511","United Kingdom"
"567610","23236","STORAGE TIN VINTAGE DOILY ","48","9/21/2011 11:30","2.49","17511","United Kingdom"
"567610","23203","JUMBO BAG VINTAGE DOILY ","100","9/21/2011 11:30","1.79","17511","United Kingdom"
"567610","22411","JUMBO SHOPPER VINTAGE RED PAISLEY","100","9/21/2011 11:30","1.79","17511","United Kingdom"
"567610","20727","LUNCH BAG  BLACK SKULL.","100","9/21/2011 11:30","1.45","17511","United Kingdom"
"567610","16161P","WRAP ENGLISH ROSE ","25","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","22813","PACK 3 BOXES BIRD PANNETONE ","96","9/21/2011 11:30","1.65","17511","United Kingdom"
"567610","22584","PACK OF 6 PANNETONE GIFT BOXES","144","9/21/2011 11:30","2.1","17511","United Kingdom"
"567610","22582","PACK OF 6 SWEETIE GIFT BOXES","144","9/21/2011 11:30","2.1","17511","United Kingdom"
"567610","23196","VINTAGE LEAF MAGNETIC NOTEPAD","48","9/21/2011 11:30","1.25","17511","United Kingdom"
"567610","23242","TREASURE TIN BUFFALO BILL ","48","9/21/2011 11:30","1.85","17511","United Kingdom"
"567610","23241","TREASURE TIN GYMKHANA DESIGN","48","9/21/2011 11:30","1.85","17511","United Kingdom"
"567610","23177","TREASURE ISLAND BOOK BOX","8","9/21/2011 11:30","2.25","17511","United Kingdom"
"567610","23176","ABC TREASURE BOOK BOX ","8","9/21/2011 11:30","2.25","17511","United Kingdom"
"567610","23080","RED METAL BOX TOP SECRET","16","9/21/2011 11:30","7.5","17511","United Kingdom"
"567610","21484","CHICK GREY HOT WATER BOTTLE","36","9/21/2011 11:30","3.75","17511","United Kingdom"
"567610","23202","JUMBO BAG VINTAGE LEAF","100","9/21/2011 11:30","1.79","17511","United Kingdom"
"567610","21930","JUMBO STORAGE BAG SKULLS","100","9/21/2011 11:30","1.79","17511","United Kingdom"
"567610","85099B","JUMBO BAG RED RETROSPOT","100","9/21/2011 11:30","1.79","17511","United Kingdom"
"567610","21500","PINK POLKADOT WRAP ","25","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","21498","RED RETROSPOT WRAP ","25","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","23547","WRAP FLOWER SHOP  ","25","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","23301","GARDENERS KNEELING PAD KEEP CALM ","48","9/21/2011 11:30","1.45","17511","United Kingdom"
"567610","23391"," I LOVE LONDON MINI BACKPACK","12","9/21/2011 11:30","4.15","17511","United Kingdom"
"567610","23389","SPACEBOY MINI BACKPACK","12","9/21/2011 11:30","4.15","17511","United Kingdom"
"567610","23411"," TRELLIS COAT RACK","48","9/21/2011 11:30","4.15","17511","United Kingdom"
"567610","23328","SET 6 SCHOOL MILK BOTTLES IN CRATE","24","9/21/2011 11:30","3.39","17511","United Kingdom"
"567610","23414","ZINC BOX SIGN HOME","12","9/21/2011 11:30","8.49","17511","United Kingdom"
"567610","23412","HEART MIRROR ANTIQUE WHITE","16","9/21/2011 11:30","6.65","17511","United Kingdom"
"567610","23433","HANGING QUILTED PATCHWORK APPLES","48","9/21/2011 11:30","0.83","17511","United Kingdom"
"567610","22197","POPCORN HOLDER","100","9/21/2011 11:30","0.72","17511","United Kingdom"
"567610","22170","PICTURE FRAME WOOD TRIPLE PORTRAIT","24","9/21/2011 11:30","5.95","17511","United Kingdom"
"567610","21166","COOK WITH WINE METAL SIGN ","48","9/21/2011 11:30","1.85","17511","United Kingdom"
"567610","21212","PACK OF 72 RETROSPOT CAKE CASES","120","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","21975","PACK OF 60 DINOSAUR CAKE CASES","120","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","84991","60 TEATIME FAIRY CAKE CASES","120","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","21977","PACK OF 60 PINK PAISLEY CAKE CASES","120","9/21/2011 11:30","0.42","17511","United Kingdom"
"567610","22907","PACK OF 20 NAPKINS PANTRY DESIGN","96","9/21/2011 11:30","0.72","17511","United Kingdom"
"567610","23253","16 PIECE CUTLERY SET PANTRY DESIGN","24","9/21/2011 11:30","12.5","17511","United Kingdom"
"567610","23243","SET OF TEA COFFEE SUGAR TINS PANTRY","24","9/21/2011 11:30","4.15","17511","United Kingdom"
"567610","22966","GINGERBREAD MAN COOKIE CUTTER","144","9/21/2011 11:30","1.06","17511","United Kingdom"
"567610","21080","SET/20 RED RETROSPOT PAPER NAPKINS ","96","9/21/2011 11:30","0.72","17511","United Kingdom"
"567611","23348","CHILDRENS TOY COOKING UTENSIL SET","6","9/21/2011 11:40","2.08","16076","United Kingdom"
"567611","21922","UNION STRIPE WITH FRINGE  HAMMOCK","2","9/21/2011 11:40","7.95","16076","United Kingdom"
"567611","23300","GARDENERS KNEELING PAD CUP OF TEA ","24","9/21/2011 11:40","1.65","16076","United Kingdom"
"567611","22139","RETROSPOT TEA SET CERAMIC 11 PC ","3","9/21/2011 11:40","4.95","16076","United Kingdom"
"567611","21888","BINGO SET","4","9/21/2011 11:40","3.75","16076","United Kingdom"
"567612","22964","3 PIECE SPACEBOY COOKIE CUTTER SET","6","9/21/2011 11:48","2.1","17164","United Kingdom"
"567612","22594","CHRISTMAS GINGHAM TREE","12","9/21/2011 11:48","0.85","17164","United Kingdom"
"567612","23265","SET OF 3 WOODEN TREE DECORATIONS","12","9/21/2011 11:48","1.25","17164","United Kingdom"
"567612","22601","CHRISTMAS RETROSPOT ANGEL WOOD","12","9/21/2011 11:48","0.85","17164","United Kingdom"
"567612","23263","SET OF 3 WOODEN HEART DECORATIONS","12","9/21/2011 11:48","1.25","17164","United Kingdom"
"567612","22579","WOODEN TREE CHRISTMAS SCANDINAVIAN","12","9/21/2011 11:48","0.85","17164","United Kingdom"
"567612","22574","HEART WOODEN CHRISTMAS DECORATION","12","9/21/2011 11:48","0.85","17164","United Kingdom"
"567612","23221","REINDEER HEART DECORATION SILVER","12","9/21/2011 11:48","0.83","17164","United Kingdom"
"567612","23215","JINGLE BELL HEART ANTIQUE SILVER","12","9/21/2011 11:48","2.08","17164","United Kingdom"
