"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"547004","47566","PARTY BUNTING","4","3/18/2011 14:14","4.95","17419","United Kingdom"
"547004","22794","SWEETHEART WIRE MAGAZINE RACK","4","3/18/2011 14:14","7.95","17419","United Kingdom"
"547004","22585","PACK OF 6 BIRDY GIFT TAGS","12","3/18/2011 14:14","1.25","17419","United Kingdom"
"547004","21288","STRIPEY CHOCOLATE NESTING BOXES","6","3/18/2011 14:14","2.95","17419","United Kingdom"
"547004","22839","3 TIER CAKE TIN GREEN AND CREAM","1","3/18/2011 14:14","14.95","17419","United Kingdom"
"547004","22840","ROUND CAKE TIN VINTAGE RED","2","3/18/2011 14:14","7.95","17419","United Kingdom"
"547004","22841","ROUND CAKE TIN VINTAGE GREEN","2","3/18/2011 14:14","7.95","17419","United Kingdom"
"547004","21041","RED RETROSPOT OVEN GLOVE DOUBLE","6","3/18/2011 14:14","2.95","17419","United Kingdom"
"547004","21043","APRON MODERN VINTAGE COTTON","12","3/18/2011 14:14","1.95","17419","United Kingdom"
"547004","22464","HANGING METAL HEART LANTERN","12","3/18/2011 14:14","1.65","17419","United Kingdom"
"547004","82581","TOILET METAL SIGN","12","3/18/2011 14:14","0.55","17419","United Kingdom"
"547004","84406B","CREAM CUPID HEARTS COAT HANGER","4","3/18/2011 14:14","4.15","17419","United Kingdom"
"547004","22587","FELTCRAFT HAIRBAND RED AND BLUE","12","3/18/2011 14:14","0.85","17419","United Kingdom"
"547004","20972","PINK CREAM FELT CRAFT TRINKET BOX ","12","3/18/2011 14:14","1.25","17419","United Kingdom"
"547004","22189","CREAM HEART CARD HOLDER","12","3/18/2011 14:14","3.95","17419","United Kingdom"
"547005","22570","FELTCRAFT CUSHION RABBIT","4","3/18/2011 14:20","3.75","12474","Germany"
"547005","22972","CHILDREN'S SPACEBOY MUG","12","3/18/2011 14:20","1.65","12474","Germany"
"547005","22973","CHILDREN'S CIRCUS PARADE MUG","12","3/18/2011 14:20","1.65","12474","Germany"
"547005","22975","SPACEBOY CHILDRENS EGG CUP","12","3/18/2011 14:20","1.25","12474","Germany"
"547005","22859","EASTER TIN BUNNY BOUQUET","12","3/18/2011 14:20","1.65","12474","Germany"
"547005","35910B","PINK FLOWERS RABBIT EASTER","6","3/18/2011 14:20","1.95","12474","Germany"
"547005","21124","SET/10 BLUE POLKADOT PARTY CANDLES","24","3/18/2011 14:20","1.25","12474","Germany"
"547005","21094","SET/6 RED SPOTTY PAPER PLATES","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","21086","SET/6 RED SPOTTY PAPER CUPS","12","3/18/2011 14:20","0.65","12474","Germany"
"547005","21987","PACK OF 6 SKULL PAPER CUPS","12","3/18/2011 14:20","0.65","12474","Germany"
"547005","21088","SET/6 FRUIT SALAD PAPER CUPS","12","3/18/2011 14:20","0.65","12474","Germany"
"547005","20675","BLUE POLKADOT BOWL","8","3/18/2011 14:20","1.25","12474","Germany"
"547005","22303","COFFEE MUG APPLES DESIGN","6","3/18/2011 14:20","2.55","12474","Germany"
"547005","22908","PACK OF 20 NAPKINS RED APPLES","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","21122","SET/10 PINK POLKADOT PARTY CANDLES","24","3/18/2011 14:20","1.25","12474","Germany"
"547005","22326","ROUND SNACK BOXES SET OF4 WOODLAND ","12","3/18/2011 14:20","2.95","12474","Germany"
"547005","22328","ROUND SNACK BOXES SET OF 4 FRUITS ","6","3/18/2011 14:20","2.95","12474","Germany"
"547005","20719","WOODLAND CHARLOTTE BAG","20","3/18/2011 14:20","0.85","12474","Germany"
"547005","22554","PLASTERS IN TIN WOODLAND ANIMALS","12","3/18/2011 14:20","1.65","12474","Germany"
"547005","85203","HANGING WOOD AND FELT BUTTERFLY ","24","3/18/2011 14:20","0.42","12474","Germany"
"547005","22228","BUNNY WOODEN PAINTED WITH BIRD ","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","22247","BUNNY DECORATION MAGIC GARDEN","16","3/18/2011 14:20","0.85","12474","Germany"
"547005","22321","BIRD DECORATION RED RETROSPOT","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","22907","PACK OF 20 NAPKINS PANTRY DESIGN","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","22367","CHILDRENS APRON SPACEBOY DESIGN","8","3/18/2011 14:20","1.95","12474","Germany"
"547005","22631","CIRCUS PARADE LUNCH BOX ","24","3/18/2011 14:20","1.95","12474","Germany"
"547005","22716","CARD CIRCUS PARADE","12","3/18/2011 14:20","0.42","12474","Germany"
"547005","22711","WRAP CIRCUS PARADE","25","3/18/2011 14:20","0.42","12474","Germany"
"547005","16161U","WRAP SUKI AND FRIENDS","25","3/18/2011 14:20","0.42","12474","Germany"
"547005","22045","SPACEBOY GIFT WRAP","25","3/18/2011 14:20","0.42","12474","Germany"
"547005","21791","VINTAGE HEADS AND TAILS CARD GAME ","12","3/18/2011 14:20","1.25","12474","Germany"
"547005","22629","SPACEBOY LUNCH BOX ","12","3/18/2011 14:20","1.95","12474","Germany"
"547005","23177","TREASURE ISLAND BOOK BOX","8","3/18/2011 14:20","2.25","12474","Germany"
"547005","23194","GYMKHANA TREASURE BOOK BOX","8","3/18/2011 14:20","2.25","12474","Germany"
"547005","22236","CAKE STAND 3 TIER MAGIC GARDEN","1","3/18/2011 14:20","12.75","12474","Germany"
"547005","22302","COFFEE MUG PEARS  DESIGN","6","3/18/2011 14:20","2.55","12474","Germany"
"547005","22637","PIGGY BANK RETROSPOT ","4","3/18/2011 14:20","2.55","12474","Germany"
"547005","21561","DINOSAUR LUNCH BOX WITH CUTLERY","6","3/18/2011 14:20","2.55","12474","Germany"
"547005","22432","WATERING CAN PINK BUNNY","6","3/18/2011 14:20","1.95","12474","Germany"
"547005","22431","WATERING CAN BLUE ELEPHANT","6","3/18/2011 14:20","1.95","12474","Germany"
"547005","21746","SMALL RED RETROSPOT WINDMILL","12","3/18/2011 14:20","1.25","12474","Germany"
"547005","21698","MOCK LOBSTER FRIDGE MAGNET","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","21700","BIG DOUGHNUT FRIDGE MAGNETS","12","3/18/2011 14:20","0.85","12474","Germany"
"547005","22399","MAGNETS PACK OF 4 CHILDHOOD MEMORY","12","3/18/2011 14:20","1.25","12474","Germany"
"547005","22423","REGENCY CAKESTAND 3 TIER","2","3/18/2011 14:20","12.75","12474","Germany"
"547005","23007"," SPACEBOY BABY GIFT SET","1","3/18/2011 14:20","16.95","12474","Germany"
"547005","23010","CIRCUS PARADE BABY GIFT SET","1","3/18/2011 14:20","16.95","12474","Germany"
"547005","POST","POSTAGE","4","3/18/2011 14:20","18","12474","Germany"
"547006","22431","WATERING CAN BLUE ELEPHANT","1","3/18/2011 14:22","1.95","","United Kingdom"
"547006","21420","OYSTER TRINKET BOX","1","3/18/2011 14:22","3.25","","United Kingdom"
"547006","21709","FOLDING UMBRELLA CHOCOLATE POLKADOT","1","3/18/2011 14:22","4.95","","United Kingdom"
"547007","22567","20 DOLLY PEGS RETROSPOT","1","3/18/2011 14:38","1.25","","United Kingdom"
"C547008","22567","20 DOLLY PEGS RETROSPOT","-1","3/18/2011 14:39","1.25","","United Kingdom"
"547009","22567","20 DOLLY PEGS RETROSPOT","1","3/18/2011 14:40","1.25","","United Kingdom"
"547017","21524","DOORMAT SPOTTY HOME SWEET HOME","4","3/18/2011 14:51","7.95","13468","United Kingdom"
"547017","21843","RED RETROSPOT CAKE STAND","3","3/18/2011 14:51","10.95","13468","United Kingdom"
"547017","20828","GLITTER BUTTERFLY CLIPS","6","3/18/2011 14:51","2.55","13468","United Kingdom"
"547017","46776E","WOVEN CANDY CUSHION COVER ","2","3/18/2011 14:51","4.95","13468","United Kingdom"
"547017","46776B","WOVEN BERRIES CUSHION COVER ","2","3/18/2011 14:51","4.95","13468","United Kingdom"
"547017","46000M","POLYESTER FILLER PAD 45x45cm","2","3/18/2011 14:51","1.55","13468","United Kingdom"
