InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537224,22497,SET OF 2 TINS VINTAGE BATHROOM ,2,12/5/2010 16:24,4.25,13174,United Kingdom
537224,22500,SET OF 2 TINS JARDIN DE PROVENCE,2,12/5/2010 16:24,4.95,13174,United Kingdom
537224,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2,12/5/2010 16:24,1.65,13174,United Kingdom
537224,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,6,12/5/2010 16:24,2.1,13174,United Kingdom
537224,79321,CHILLI LIGHTS,2,12/5/2010 16:24,4.95,13174,United Kingdom
537224,72741,GRAND CHOCOLATECANDLE,9,12/5/2010 16:24,1.45,13174,United Kingdom
537224,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,12/5/2010 16:24,4.95,13174,United Kingdom
537224,21899,"KEY FOB , GARAGE DESIGN",2,12/5/2010 16:24,0.65,13174,United Kingdom
537224,21901,"KEY FOB , BACK DOOR ",1,12/5/2010 16:24,0.65,13174,United Kingdom
537224,21807,WHITE CHRISTMAS STAR DECORATION,3,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21802,CHRISTMAS TREE HEART DECORATION,3,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,12/5/2010 16:24,3.75,13174,United Kingdom
537224,22576,SWALLOW WOODEN CHRISTMAS DECORATION,6,12/5/2010 16:24,0.85,13174,United Kingdom
537224,79191C,RETRO PLASTIC ELEPHANT TRAY,1,12/5/2010 16:24,0.85,13174,United Kingdom
537224,79190D,RETRO PLASTIC DAISY TRAY,1,12/5/2010 16:24,0.42,13174,United Kingdom
537224,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,12/5/2010 16:24,0.85,13174,United Kingdom
537224,21899,"KEY FOB , GARAGE DESIGN",1,12/5/2010 16:24,0.65,13174,United Kingdom
537224,21901,"KEY FOB , BACK DOOR ",4,12/5/2010 16:24,0.65,13174,United Kingdom
537224,21900,"KEY FOB , SHED",3,12/5/2010 16:24,0.65,13174,United Kingdom
537224,21807,WHITE CHRISTMAS STAR DECORATION,1,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21014,SWISS CHALET TREE DECORATION ,1,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22863,SOAP DISH BROCANTE,1,12/5/2010 16:24,2.95,13174,United Kingdom
537224,22588,CARD HOLDER GINGHAM HEART,10,12/5/2010 16:24,2.55,13174,United Kingdom
537224,22589,CARDHOLDER GINGHAM STAR,6,12/5/2010 16:24,2.55,13174,United Kingdom
537224,85025C,PINK HEART SHAPE PHOTO FRAME,2,12/5/2010 16:24,1.65,13174,United Kingdom
537224,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2,12/5/2010 16:24,2.55,13174,United Kingdom
537224,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22156,HEART DECORATION WITH PEARLS ,5,12/5/2010 16:24,0.85,13174,United Kingdom
537224,21901,"KEY FOB , BACK DOOR ",1,12/5/2010 16:24,0.65,13174,United Kingdom
537224,22603,CHRISTMAS RETROSPOT TREE WOOD,1,12/5/2010 16:24,0.85,13174,United Kingdom
537224,21014,SWISS CHALET TREE DECORATION ,5,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22969,HOMEMADE JAM SCENTED CANDLES,12,12/5/2010 16:24,1.45,13174,United Kingdom
537224,22863,SOAP DISH BROCANTE,1,12/5/2010 16:24,2.95,13174,United Kingdom
537224,82552,WASHROOM METAL SIGN,3,12/5/2010 16:24,1.45,13174,United Kingdom
537224,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,12/5/2010 16:24,1.45,13174,United Kingdom
537224,22866,HAND WARMER SCOTTY DOG DESIGN,1,12/5/2010 16:24,2.1,13174,United Kingdom
537224,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,12/5/2010 16:24,2.95,13174,United Kingdom
537224,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,12/5/2010 16:24,2.95,13174,United Kingdom
537224,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2,12/5/2010 16:24,2.55,13174,United Kingdom
537224,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,2,12/5/2010 16:24,1.25,13174,United Kingdom
537224,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,5,12/5/2010 16:24,1.25,13174,United Kingdom
537224,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,12/5/2010 16:24,2.95,13174,United Kingdom
537224,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,12/5/2010 16:24,1.45,13174,United Kingdom
537224,22600,CHRISTMAS RETROSPOT STAR WOOD,7,12/5/2010 16:24,0.85,13174,United Kingdom
537224,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,12/5/2010 16:24,7.95,13174,United Kingdom
537224,22550,HOLIDAY FUN LUDO,2,12/5/2010 16:24,3.75,13174,United Kingdom
537224,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,12/5/2010 16:24,3.75,13174,United Kingdom
537224,21888,BINGO SET,2,12/5/2010 16:24,3.75,13174,United Kingdom
537224,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/5/2010 16:24,3.75,13174,United Kingdom
537224,22809,SET OF 6 T-LIGHTS SANTA,6,12/5/2010 16:24,2.95,13174,United Kingdom
537224,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,12/5/2010 16:24,0.65,13174,United Kingdom
537224,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,12/5/2010 16:24,1.25,13174,United Kingdom
537224,22603,CHRISTMAS RETROSPOT TREE WOOD,12,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,12/5/2010 16:24,2.95,13174,United Kingdom
537224,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,12/5/2010 16:24,2.1,13174,United Kingdom
537224,21804,WHITE CHRISTMAS GARLAND STARS TREES,3,12/5/2010 16:24,3.75,13174,United Kingdom
537224,21807,WHITE CHRISTMAS STAR DECORATION,4,12/5/2010 16:24,0.42,13174,United Kingdom
537224,22810,SET OF 6 T-LIGHTS SNOWMEN,6,12/5/2010 16:24,2.95,13174,United Kingdom
537224,21802,CHRISTMAS TREE HEART DECORATION,6,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21802,CHRISTMAS TREE HEART DECORATION,3,12/5/2010 16:24,0.42,13174,United Kingdom
537224,22548,HEADS AND TAILS SPORTING FUN,1,12/5/2010 16:24,1.25,13174,United Kingdom
537224,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,12/5/2010 16:24,1.25,13174,United Kingdom
537224,21790,VINTAGE SNAP CARDS,6,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22151,PLACE SETTING WHITE HEART,24,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,12/5/2010 16:24,1.95,13174,United Kingdom
537224,22153,ANGEL DECORATION STARS ON DRESS,48,12/5/2010 16:24,0.42,13174,United Kingdom
537224,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,12/5/2010 16:24,0.95,13174,United Kingdom
537224,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,12/5/2010 16:24,0.85,13174,United Kingdom
537224,21813,GARLAND WITH STARS AND BELLS,6,12/5/2010 16:24,4.95,13174,United Kingdom
537224,22155,STAR DECORATION RUSTIC,48,12/5/2010 16:24,0.42,13174,United Kingdom
537224,21820,GLITTER HEART GARLAND WITH BELLS ,6,12/5/2010 16:24,3.75,13174,United Kingdom
537224,22157,ANGEL DECORATION WITH LACE PADDED,24,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,12/5/2010 16:24,1.95,13174,United Kingdom
537224,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,12/5/2010 16:24,2.1,13174,United Kingdom
537224,21143,ANTIQUE GLASS HEART DECORATION ,12,12/5/2010 16:24,1.95,13174,United Kingdom
537224,21351,CINAMMON & ORANGE WREATH,5,12/5/2010 16:24,6.75,13174,United Kingdom
537224,21351,CINAMMON & ORANGE WREATH,1,12/5/2010 16:24,6.75,13174,United Kingdom
537224,84531B,BLUE KNITTED EGG COSY,1,12/5/2010 16:24,1.95,13174,United Kingdom
537224,22602,CHRISTMAS RETROSPOT HEART WOOD,1,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,7,12/5/2010 16:24,0.85,13174,United Kingdom
537224,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,6,12/5/2010 16:24,0.85,13174,United Kingdom
537225,84795B,SUNSET CHECK HAMMOCK,4,12/5/2010 16:41,7.95,12748,United Kingdom
537225,79191B,RETRO PLASTIC POLKA TRAY,5,12/5/2010 16:41,0.85,12748,United Kingdom
537225,22927,GREEN GIANT GARDEN THERMOMETER,1,12/5/2010 16:41,5.95,12748,United Kingdom
537225,22926,IVORY GIANT GARDEN THERMOMETER,1,12/5/2010 16:41,5.95,12748,United Kingdom
537225,22905,CALENDAR IN SEASON DESIGN,5,12/5/2010 16:41,2.95,12748,United Kingdom
537225,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,12/5/2010 16:41,1.25,12748,United Kingdom
537225,21807,WHITE CHRISTMAS STAR DECORATION,36,12/5/2010 16:41,0.42,12748,United Kingdom
537225,22863,SOAP DISH BROCANTE,4,12/5/2010 16:41,2.95,12748,United Kingdom
537225,22584,PACK OF 6 PANNETONE GIFT BOXES,5,12/5/2010 16:41,2.55,12748,United Kingdom
537225,22585,PACK OF 6 BIRDY GIFT TAGS,5,12/5/2010 16:41,1.25,12748,United Kingdom
537225,22582,PACK OF 6 SWEETIE GIFT BOXES,5,12/5/2010 16:41,2.55,12748,United Kingdom
537225,20757,RED DAISY POCKET BOOK ,6,12/5/2010 16:41,0.85,12748,United Kingdom
537225,22831,WHITE BROCANTE SOAP DISH,2,12/5/2010 16:41,2.95,12748,United Kingdom
537225,20757,RED DAISY POCKET BOOK ,3,12/5/2010 16:41,0.85,12748,United Kingdom
537225,20757,RED DAISY POCKET BOOK ,6,12/5/2010 16:41,0.85,12748,United Kingdom
537225,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,12/5/2010 16:41,3.75,12748,United Kingdom
537225,20770,ABSTRACT CIRCLE JOURNAL ,1,12/5/2010 16:41,2.55,12748,United Kingdom
537225,20771,CHRYSANTHEMUM  JOURNAL,2,12/5/2010 16:41,2.55,12748,United Kingdom
537225,20765,CHRYSANTHEMUM SKETCHBOOK ,1,12/5/2010 16:41,3.75,12748,United Kingdom
537225,20774,GREEN FERN NOTEBOOK,1,12/5/2010 16:41,1.65,12748,United Kingdom
537225,20773,BLUE PAISLEY NOTEBOOK,2,12/5/2010 16:41,1.65,12748,United Kingdom
537225,20774,GREEN FERN NOTEBOOK,2,12/5/2010 16:41,1.65,12748,United Kingdom
